SecurityID,Date,Time,SecurityIDSource,SecurityType,Index,SourceType,Type,Price,Qty,BSFlag,BuyNo,SellNo,ApplSeqNum,ChannelNo
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,1,0,2,17400,171400,1,0,0,1,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,3,0,2,72200,400,1,0,0,3,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,5,0,2,17400,496600,1,0,0,5,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,8,0,2,17400,490000,1,0,0,8,2013
300057.SZ,2022.01.10,09:15:00.000,XSHE,StockType,10,0,2,109700,299700,1,0,0,10,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,11,0,2,72200,800,1,0,0,11,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,16,0,2,17400,370000,1,0,0,16,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,17,0,2,17400,172100,1,0,0,17,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,19,0,2,16000,100,1,0,0,19,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,27,0,2,72200,69300,1,0,0,27,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,31,0,2,17400,495500,1,0,0,31,2013
300057.SZ,2022.01.10,09:15:00.000,XSHE,StockType,37,0,2,109700,299600,1,0,0,37,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,38,0,2,17400,486900,1,0,0,38,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,42,0,2,72200,500,1,0,0,42,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,50,0,2,72200,686600,1,0,0,50,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,53,0,2,17400,57700,1,0,0,53,2013
300593.SZ,2022.01.10,09:15:00.000,XSHE,StockType,55,0,2,500000,6000,2,0,0,55,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,59,0,2,720500,300,1,0,0,59,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,60,0,2,72200,15000,1,0,0,60,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,62,0,2,17400,492300,1,0,0,62,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,68,0,2,72200,947200,1,0,0,68,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,69,0,2,72200,947100,1,0,0,69,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,71,0,2,720500,296000,1,0,0,71,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,77,0,2,72200,400,1,0,0,77,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,78,0,2,720500,293800,1,0,0,78,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,79,0,2,17400,491400,1,0,0,79,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,82,0,2,72200,500,1,0,0,82,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,94,0,2,17400,172000,1,0,0,94,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,97,0,2,72200,500,1,0,0,97,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,98,0,2,17400,172300,1,0,0,98,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,100,0,2,72200,100,1,0,0,100,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,102,0,2,17400,234400,1,0,0,102,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,107,0,2,17400,41800,1,0,0,107,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,109,0,2,17400,25600,1,0,0,109,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,116,0,2,17400,499700,1,0,0,116,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,118,0,2,17400,488500,1,0,0,118,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,126,0,2,17400,171700,1,0,0,126,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,128,0,2,17400,150400,1,0,0,128,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,129,0,2,72200,688800,1,0,0,129,2013
300057.SZ,2022.01.10,09:15:00.000,XSHE,StockType,130,0,2,109700,300000,1,0,0,130,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,141,0,2,72200,682200,1,0,0,141,2013
300057.SZ,2022.01.10,09:15:00.000,XSHE,StockType,142,0,2,109700,182100,1,0,0,142,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,148,0,2,17400,493300,1,0,0,148,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,149,0,2,17400,499000,1,0,0,149,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,159,0,2,17400,61700,1,0,0,159,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,160,0,2,72200,280100,1,0,0,160,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,163,0,2,17400,100000,1,0,0,163,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,164,0,2,72200,5500,1,0,0,164,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,165,0,2,72200,6600,1,0,0,165,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,174,0,2,72200,414000,1,0,0,174,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,185,0,2,17400,498900,1,0,0,185,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,191,0,2,72200,200,1,0,0,191,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,194,0,2,17400,171800,1,0,0,194,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,203,0,2,17400,500000,1,0,0,203,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,205,0,2,17400,299900,1,0,0,205,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,206,0,2,72200,71300,1,0,0,206,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,209,0,2,17400,499700,1,0,0,209,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,212,0,2,17400,18800,1,0,0,212,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,214,0,2,17400,171600,1,0,0,214,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,224,0,2,17400,500000,1,0,0,224,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,226,0,2,72200,995800,1,0,0,226,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,227,0,2,17400,1000,1,0,0,227,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,237,0,2,17400,491300,1,0,0,237,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,238,0,2,72200,666600,1,0,0,238,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,239,0,2,720500,29200,1,0,0,239,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,240,0,2,72200,10800,1,0,0,240,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,241,0,2,72200,1000,1,0,0,241,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,249,0,2,17400,494400,1,0,0,249,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,251,0,2,17400,488900,1,0,0,251,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,258,0,2,17400,421200,1,0,0,258,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,263,0,2,72200,700100,1,0,0,263,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,273,0,2,72200,683300,1,0,0,273,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,277,0,2,72200,203000,1,0,0,277,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,279,0,2,72200,284600,1,0,0,279,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,281,0,2,72200,116900,1,0,0,281,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,286,0,2,17400,32100,1,0,0,286,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,289,0,2,17400,20000,1,0,0,289,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,290,0,2,17400,135800,1,0,0,290,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,302,0,2,17400,52200,1,0,0,302,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,308,0,2,17400,500000,1,0,0,308,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,311,0,2,17400,499900,1,0,0,311,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,314,0,2,17400,495400,1,0,0,314,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,319,0,2,72200,200,1,0,0,319,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,324,0,2,720500,295800,1,0,0,324,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,325,0,2,17400,495500,1,0,0,325,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,326,0,2,72200,82900,1,0,0,326,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,329,0,2,72200,291100,1,0,0,329,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,337,0,2,17400,500000,1,0,0,337,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,355,0,2,72200,999600,1,0,0,355,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,359,0,2,17400,7800,1,0,0,359,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,363,0,2,17400,499100,1,0,0,363,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,378,0,2,72200,13600,1,0,0,378,2013
301035.SZ,2022.01.10,09:15:00.000,XSHE,StockType,391,0,2,720500,13900,1,0,0,391,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,398,0,2,72200,400,1,0,0,398,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,417,0,2,17400,499800,1,0,0,417,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,423,0,2,17400,492400,1,0,0,423,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,425,0,2,72200,994600,1,0,0,425,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,435,0,2,72200,689900,1,0,0,435,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,439,0,2,72200,402900,1,0,0,439,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,448,0,2,17400,499800,1,0,0,448,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,451,0,2,17400,484300,1,0,0,451,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,453,0,2,72200,261600,1,0,0,453,2013
002694.SZ,2022.01.10,09:15:00.000,XSHE,StockType,454,0,2,72200,2600,1,0,0,454,2013
000587.SZ,2022.01.10,09:15:00.000,XSHE,StockType,458,0,2,17400,493600,1,0,0,458,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,466,0,2,72200,100,1,0,0,466,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,475,0,2,72200,139700,1,0,0,475,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,476,0,2,17400,172400,1,0,0,476,2013
300057.SZ,2022.01.10,09:15:00.010,XSHE,StockType,477,0,2,109700,293100,1,0,0,477,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,487,0,2,17400,80000,1,0,0,487,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,490,0,2,17400,484400,1,0,0,490,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,493,0,2,17400,28800,1,0,0,493,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,498,0,2,17400,287400,1,0,0,498,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,501,0,2,72200,100,1,0,0,501,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,502,0,2,17400,499900,1,0,0,502,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,508,0,2,72200,363600,1,0,0,508,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,509,0,2,72200,300,1,0,0,509,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,515,0,2,17400,491400,1,0,0,515,2013
300057.SZ,2022.01.10,09:15:00.010,XSHE,StockType,525,0,2,109700,293200,1,0,0,525,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,538,0,2,17400,11100,1,0,0,538,2013
000683.SZ,2022.01.10,09:15:00.010,XSHE,StockType,541,0,2,80000,5000,1,0,0,541,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,542,0,2,72200,900,1,0,0,542,2013
002694.SZ,2022.01.10,09:15:00.010,XSHE,StockType,547,0,2,72200,69000,1,0,0,547,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,549,0,2,17400,108800,1,0,0,549,2013
000587.SZ,2022.01.10,09:15:00.010,XSHE,StockType,553,0,2,17400,51100,1,0,0,553,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,560,0,2,72200,1300,1,0,0,560,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,565,0,2,72200,261400,1,0,0,565,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,570,0,2,72200,2000,1,0,0,570,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,575,0,2,17400,488800,1,0,0,575,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,597,0,2,72200,2500,1,0,0,597,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,615,0,2,17400,66600,1,0,0,615,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,619,1,1,0,400,1,77,0,619,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,621,0,2,17400,800,1,0,0,621,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,642,0,2,17400,499700,1,0,0,642,2013
002822.SZ,2022.01.10,09:15:00.020,XSHE,StockType,663,0,2,63500,4900,2,0,0,663,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,666,0,2,17400,1400,1,0,0,666,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,669,0,2,17400,298000,1,0,0,669,2013
000587.SZ,2022.01.10,09:15:00.020,XSHE,StockType,671,0,2,17400,202000,1,0,0,671,2013
002694.SZ,2022.01.10,09:15:00.020,XSHE,StockType,688,0,2,72200,13000,1,0,0,688,2013
000683.SZ,2022.01.10,09:15:00.020,XSHE,StockType,693,0,2,93200,1000,2,0,0,693,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,709,0,2,17400,488400,1,0,0,709,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,722,0,2,72200,52900,1,0,0,722,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,723,0,2,80500,5000,1,0,0,723,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,724,0,2,72200,24400,1,0,0,724,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,746,0,2,720500,298000,1,0,0,746,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,750,0,2,17400,4000,1,0,0,750,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,761,0,2,92000,500,2,0,0,761,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,772,0,2,72200,3500,1,0,0,772,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,777,0,2,17400,172200,1,0,0,777,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,787,0,2,72200,300,1,0,0,787,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,792,0,2,720500,168800,1,0,0,792,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,793,0,2,72200,700,1,0,0,793,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,799,0,2,65600,200,1,0,0,799,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,801,0,2,65600,700,1,0,0,801,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,815,0,2,62300,1700,1,0,0,815,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,833,0,2,93000,6000,2,0,0,833,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,859,0,2,720500,297800,1,0,0,859,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,875,0,2,81700,12800,1,0,0,875,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,905,0,2,17400,25400,1,0,0,905,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,944,0,2,72200,100,1,0,0,944,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,952,0,2,17400,150000,1,0,0,952,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,955,0,2,17400,3000,1,0,0,955,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1000,0,2,60100,200,1,0,0,1000,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1012,0,2,72200,2000,1,0,0,1012,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1026,0,2,50300,1000,1,0,0,1026,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1031,0,2,17400,24300,1,0,0,1031,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1038,0,2,72200,947300,1,0,0,1038,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1039,0,2,66000,1000,1,0,0,1039,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1067,0,2,72200,506600,1,0,0,1067,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1104,0,2,720500,103300,1,0,0,1104,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1121,0,2,17400,200400,1,0,0,1121,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1148,0,2,720500,500,1,0,0,1148,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1158,0,2,51100,2000,1,0,0,1158,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1173,1,1,0,200,1,191,0,1173,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1190,0,2,17400,29700,1,0,0,1190,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1196,1,1,0,500,1,82,0,1196,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1203,0,2,720500,73800,1,0,0,1203,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1210,0,2,72200,102300,1,0,0,1210,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1222,0,2,60200,100,1,0,0,1222,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1234,0,2,72200,32100,1,0,0,1234,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1246,0,2,72200,100,1,0,0,1246,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1264,0,2,72200,70100,1,0,0,1264,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1275,0,2,17400,28800,1,0,0,1275,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1293,0,2,17400,21300,1,0,0,1293,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1299,0,2,16700,24600,1,0,0,1299,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1317,0,2,72200,1100,1,0,0,1317,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1336,0,2,54300,2600,2,0,0,1336,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1338,0,2,17400,43200,1,0,0,1338,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1353,0,2,17400,20100,1,0,0,1353,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1362,0,2,17400,494400,1,0,0,1362,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1363,0,2,17400,19900,1,0,0,1363,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1364,0,2,72200,34700,1,0,0,1364,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1380,0,2,16200,2000,1,0,0,1380,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1381,0,2,16400,2000,1,0,0,1381,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1382,0,2,16600,2000,1,0,0,1382,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1383,0,2,16100,2000,1,0,0,1383,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1384,0,2,15900,2000,1,0,0,1384,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1385,0,2,16000,2000,1,0,0,1385,2013
300057.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1425,0,2,109700,279200,1,0,0,1425,2013
300057.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1426,0,2,109700,299700,1,0,0,1426,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1469,0,2,720500,108800,1,0,0,1469,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1473,0,2,72200,2100,1,0,0,1473,2013
301035.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1496,0,2,720500,106600,1,0,0,1496,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1577,0,2,17400,298800,1,0,0,1577,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1606,0,2,72200,71700,1,0,0,1606,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1607,0,2,72200,2000,1,0,0,1607,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1645,0,2,72200,13900,1,0,0,1645,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1649,0,2,17400,40600,1,0,0,1649,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1666,0,2,72200,7200,1,0,0,1666,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1705,0,2,72200,10200,1,0,0,1705,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1725,0,2,17400,488700,1,0,0,1725,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1752,0,2,17400,5700,1,0,0,1752,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1765,0,2,49000,11100,1,0,0,1765,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1766,0,2,49000,9500,1,0,0,1766,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1793,0,2,16600,400,2,0,0,1793,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1795,0,2,17400,100000,1,0,0,1795,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1803,0,2,72200,600,1,0,0,1803,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1821,0,2,56000,2000,2,0,0,1821,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1822,0,2,54500,1000,2,0,0,1822,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1833,0,2,17400,32200,1,0,0,1833,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1836,0,2,17400,6600,1,0,0,1836,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1847,0,2,62700,100,1,0,0,1847,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1895,0,2,17400,120000,1,0,0,1895,2013
000587.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1958,0,2,17400,89800,1,0,0,1958,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1960,0,2,72200,73600,1,0,0,1960,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1966,0,2,50500,100,1,0,0,1966,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1979,0,2,56400,200,2,0,0,1979,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1981,0,2,60800,300,2,0,0,1981,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,1983,0,2,84600,1400,2,0,0,1983,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2013,0,2,72200,76800,1,0,0,2013,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2014,0,2,72200,76800,1,0,0,2014,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2015,0,2,72200,76800,1,0,0,2015,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2024,0,2,72200,2500,1,0,0,2024,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2026,0,2,72200,2500,1,0,0,2026,2013
000683.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2034,0,2,84900,200,1,0,0,2034,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2036,0,2,72200,9800,1,0,0,2036,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2053,0,2,72200,2400,1,0,0,2053,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2066,0,2,55500,1900,2,0,0,2066,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2067,0,2,56500,1900,2,0,0,2067,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2068,0,2,57500,1900,2,0,0,2068,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2069,0,2,59500,1900,2,0,0,2069,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2070,0,2,58500,1900,2,0,0,2070,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2132,0,2,72200,6900,1,0,0,2132,2013
300593.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2163,0,2,585700,200,2,0,0,2163,2013
002694.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2208,0,2,71500,600,1,0,0,2208,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2214,0,2,56900,1500,2,0,0,2214,2013
300459.SZ,2022.01.10,09:15:00.030,XSHE,StockType,2248,0,2,53400,100,2,0,0,2248,2013
002694.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2309,0,2,72200,500,1,0,0,2309,2013
000683.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2312,0,2,93200,1500,2,0,0,2312,2013
002694.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2327,1,1,0,300,1,509,0,2327,2013
000587.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2366,0,2,17400,100000,1,0,0,2366,2013
300057.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2479,0,2,99400,2800,2,0,0,2479,2013
300057.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2480,0,2,106400,4000,2,0,0,2480,2013
300459.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2494,0,2,54500,900,2,0,0,2494,2013
000683.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2515,0,2,81800,4800,1,0,0,2515,2013
000587.SZ,2022.01.10,09:15:00.040,XSHE,StockType,2539,0,2,17400,171900,1,0,0,2539,2013
